Vehicle_ID,Engine_Size,Cylinders,Fuel_Type,City_MPG,Highway_MPG,CO2_Emissions
2656,2.7,4,Gasoline,49.6,57.1,210.0
2657,4.3,6,Gasoline,40.1,47.4,107.0
2658,4.4,3,Gasoline,29.9,34.4,259.0
2659,1.8,4,Gasoline,21.7,25.0,234.0
2660,3.6,6,Gasoline,17.8,21.8,283.0
2661,2.9,4,Hybrid,38.5,43.4,146.0
2662,4.5,6,Gasoline,26.1,35.3,253.0
2663,1.9,6,Diesel,23.0,32.0,294.0
2664,3.7,6,Diesel,28.3,31.7,379.0
2665,3.4,4,Hybrid,35.8,40.8,302.0
2666,2.2,4,Gasoline,38.5,47.7,206.0
2667,1.5,6,Diesel,37.6,42.300000000000004,156.0
2668,3.6,6,Hybrid,45.2,55.2,217.0
2669,4.0,4,Gasoline,22.7,27.5,426.0
2670,2.3,4,Gasoline,37.3,45.5,259.0
2671,3.6,3,Hybrid,18.5,24.4,182.0
2672,2.6,3,Diesel,34.2,38.2,286.0
2673,3.9,4,Gasoline,35.4,40.199999999999996,297.0
2674,1.8,3,Gasoline,22.6,30.3,342.0
2675,4.6,4,Gasoline,28.7,34.1,329.0
2676,2.1,6,Gasoline,44.0,51.2,221.0
2677,2.5,4,Gasoline,20.2,24.6,365.0
2678,1.2,6,Gasoline,30.2,36.3,327.0
2679,1.4,6,Diesel,47.6,54.2,210.0
2680,3.1,4,Diesel,32.6,38.5,331.0
2681,2.1,6,Hybrid,40.4,44.8,277.0
2682,4.3,6,Gasoline,43.9,50.1,178.0
2683,1.1,4,Hybrid,22.1,30.0,155.0
2684,2.5,4,Gasoline,22.6,32.400000000000006,142.0
2685,2.3,4,Gasoline,41.6,50.1,261.0
2686,1.1,8,Hybrid,41.4,45.5,154.0
2687,1.5,6,Gasoline,17.1,22.0,361.0
2688,2.7,4,Gasoline,26.3,29.900000000000002,280.0
2689,3.0,6,Gasoline,28.9,32.8,197.0
2690,2.6,4,Gasoline,44.0,48.8,192.0
2691,3.1,4,Diesel,29.8,34.2,332.0
2692,3.4,6,Hybrid,47.4,51.9,121.0
2693,1.0,4,Diesel,49.9,54.5,196.0
2694,2.9,6,Hybrid,42.3,47.4,215.0
2695,4.9,6,Diesel,38.3,42.199999999999996,207.0
2696,3.1,6,Hybrid,28.7,33.6,212.0
2697,3.7,4,Gasoline,17.3,25.1,537.0
2698,2.2,6,Hybrid,35.1,39.800000000000004,194.0
2699,4.1,8,Gasoline,27.7,31.9,236.0
2700,4.1,4,Hybrid,27.3,30.8,322.0
2701,3.1,4,Gasoline,39.1,45.6,279.0
2702,4.9,4,Diesel,31.2,40.1,230.0
2703,1.5,6,Diesel,41.3,44.699999999999996,234.0
2704,1.1,6,Hybrid,28.9,35.699999999999996,240.0
2705,4.1,4,Diesel,20.3,27.9,235.0
2706,4.2,6,Gasoline,31.1,38.2,140.0
2707,1.5,4,Gasoline,48.3,57.4,94.0
2708,2.1,6,Gasoline,43.1,52.2,83.0
2709,1.1,4,Gasoline,22.2,25.599999999999998,359.0
2710,2.2,4,Gasoline,28.7,34.2,156.0
2711,4.1,4,Gasoline,47.5,55.2,221.0
2712,3.1,4,Gasoline,19.3,29.0,511.0
2713,2.4,6,Hybrid,23.9,32.5,287.0
2714,2.5,4,Hybrid,24.2,28.4,292.0
2715,1.0,4,Gasoline,35.0,40.0,181.0
2716,2.2,4,Gasoline,29.4,37.7,278.0
2717,3.6,3,Gasoline,17.8,24.1,433.0
2718,4.9,6,Gasoline,37.0,43.8,167.0
2719,4.4,6,Gasoline,18.5,25.8,305.0
2720,1.1,3,Gasoline,36.2,39.900000000000006,247.0
2721,4.6,4,Gasoline,32.7,41.7,231.0
2722,4.1,3,Gasoline,32.3,41.3,273.0
2723,4.1,8,Gasoline,17.4,23.7,583.0
2724,2.8,8,Gasoline,37.4,44.8,257.0
2725,2.6,6,Diesel,30.1,37.7,189.0
2726,2.2,8,Hybrid,29.4,33.699999999999996,329.0
2727,1.3,6,Gasoline,35.9,39.699999999999996,203.0
2728,1.9,6,Gasoline,36.2,39.300000000000004,280.0
2729,2.0,4,Gasoline,15.5,24.9,570.0
2730,2.9,4,Gasoline,19.4,24.799999999999997,269.0
2731,4.0,4,Gasoline,23.3,26.900000000000002,233.0
2732,2.9,4,Gasoline,38.7,45.0,180.0
2733,1.2,6,Gasoline,35.2,38.7,114.0
2734,4.8,4,Gasoline,41.5,45.1,225.0
2735,4.8,4,Diesel,40.9,47.3,234.0
2736,4.1,4,Gasoline,44.9,51.5,141.0
2737,5.0,4,Gasoline,28.2,35.3,246.0
2738,3.2,4,Gasoline,27.1,34.7,289.0
2739,4.9,8,Gasoline,44.1,51.800000000000004,92.0
2740,1.3,6,Hybrid,23.3,29.3,379.0
2741,2.5,6,Diesel,31.1,38.6,240.0
2742,1.9,4,Gasoline,21.8,26.9,378.0
2743,1.8,4,Diesel,47.0,53.1,201.0
2744,1.6,4,Diesel,29.3,35.1,300.0
2745,3.5,6,Gasoline,22.4,27.7,183.0
2746,4.1,4,Gasoline,39.2,43.900000000000006,255.0
2747,3.3,3,Hybrid,23.6,27.1,358.0
2748,1.6,6,Gasoline,48.0,54.5,195.0
2749,4.2,4,Gasoline,27.9,34.699999999999996,193.0
2750,3.5,4,Gasoline,38.3,43.699999999999996,139.0
2751,2.6,3,Diesel,27.1,36.900000000000006,343.0
2752,3.7,4,Hybrid,43.3,50.199999999999996,153.0
2753,2.0,4,Hybrid,46.4,55.599999999999994,172.0
2754,2.4,3,Diesel,42.6,49.6,186.0
2755,4.7,6,Hybrid,44.7,49.0,189.0
2756,2.2,6,Diesel,18.6,28.400000000000002,185.0
2757,2.9,4,Diesel,47.3,56.5,123.0
2758,4.6,6,Hybrid,36.9,43.199999999999996,108.0
2759,3.8,4,Gasoline,45.4,50.1,167.0
2760,1.2,4,Diesel,39.0,43.6,282.0
2761,1.6,4,Diesel,22.1,30.700000000000003,271.0
2762,1.0,6,Hybrid,36.3,39.8,278.0
2763,3.5,4,Hybrid,18.2,25.7,285.0
2764,2.8,6,Hybrid,39.4,46.9,261.0
2765,1.5,6,Hybrid,29.3,33.6,236.0
2766,4.8,4,Gasoline,20.3,28.200000000000003,283.0
2767,3.1,6,Gasoline,49.3,57.199999999999996,185.0
2768,2.0,8,Gasoline,46.5,52.0,167.0
2769,3.0,4,Gasoline,46.3,52.699999999999996,135.0
2770,3.7,4,Gasoline,42.6,51.400000000000006,91.0
2771,1.3,6,Gasoline,39.2,45.900000000000006,122.0
2772,2.1,6,Gasoline,37.9,45.199999999999996,253.0
2773,4.2,4,Hybrid,18.7,24.6,545.0
2774,2.8,4,Gasoline,46.5,50.5,108.0
2775,3.2,4,Hybrid,45.8,55.8,172.0
2776,2.7,4,Hybrid,41.2,47.900000000000006,91.0
2777,1.2,4,Gasoline,47.5,52.9,125.0
2778,1.7,8,Gasoline,34.4,42.4,200.0
2779,2.8,6,Diesel,30.7,38.0,297.0
2780,1.8,4,Diesel,48.9,53.5,81.0
2781,1.2,6,Gasoline,31.2,40.3,296.0
2782,4.4,6,Gasoline,37.4,40.9,141.0
2783,4.9,4,Gasoline,28.1,35.300000000000004,328.0
2784,4.2,4,Gasoline,37.3,43.599999999999994,228.0
2785,4.4,4,Gasoline,40.2,45.400000000000006,157.0
2786,2.0,6,Gasoline,36.9,45.7,244.0
2787,4.8,3,Diesel,33.0,40.6,158.0
2788,1.8,8,Hybrid,25.5,33.8,191.0
2789,4.8,4,Diesel,37.5,43.4,106.0
2790,5.0,4,Hybrid,46.8,56.4,139.0
2791,3.8,4,Diesel,15.2,20.6,257.0
2792,4.9,4,Diesel,19.7,26.4,322.0
2793,3.3,6,Gasoline,19.2,28.7,160.0
2794,2.0,8,Gasoline,47.3,50.9,104.0
2795,2.7,4,Hybrid,38.2,42.0,297.0
2796,3.4,8,Hybrid,48.3,58.3,201.0
2797,1.3,6,Gasoline,35.4,45.2,144.0
2798,3.5,4,Gasoline,31.2,39.6,283.0
2799,4.9,6,Diesel,42.7,49.1,209.0
2800,1.8,4,Gasoline,20.6,27.1,222.0
2801,4.2,4,Gasoline,28.3,33.1,228.0
2802,4.6,3,Hybrid,31.3,37.3,342.0
2803,4.8,6,Gasoline,25.4,31.4,360.0
2804,4.8,3,Diesel,28.0,31.3,351.0
2805,3.1,6,Hybrid,17.7,23.9,418.0
2806,4.9,6,Gasoline,21.9,28.299999999999997,381.0
2807,4.0,4,Gasoline,26.7,34.4,268.0
2808,1.6,4,Gasoline,42.9,49.5,221.0
2809,2.9,4,Gasoline,21.4,30.4,392.0
2810,3.9,4,Diesel,27.1,32.7,135.0
2811,2.0,4,Gasoline,17.3,23.200000000000003,458.0
2812,3.6,4,Gasoline,34.5,41.5,244.0
2813,3.7,4,Gasoline,36.4,40.8,112.0
2814,1.7,3,Gasoline,45.3,51.099999999999994,152.0
2815,3.3,3,Gasoline,43.7,51.5,244.0
2816,4.1,4,Diesel,25.0,30.9,433.0
2817,3.0,6,Gasoline,19.8,29.1,433.0
2818,1.0,8,Gasoline,20.5,27.8,210.0
2819,1.0,4,Gasoline,48.9,53.0,138.0
2820,2.4,4,Hybrid,38.6,45.0,128.0
2821,4.7,4,Gasoline,16.5,24.9,457.0
2822,1.9,4,Diesel,19.8,27.3,446.0
2823,3.5,4,Gasoline,32.0,41.2,314.0
2824,1.9,6,Diesel,22.3,30.5,427.0
2825,2.3,8,Gasoline,43.1,46.5,103.0
2826,4.4,4,Hybrid,35.1,38.9,131.0
2827,3.9,6,Diesel,36.4,43.9,292.0
2828,1.4,3,Hybrid,31.2,35.9,332.0
2829,2.7,4,Gasoline,24.0,31.1,282.0
2830,1.1,4,Diesel,35.6,44.1,189.0
2831,2.9,4,Diesel,40.1,47.1,197.0
2832,3.6,4,Gasoline,28.0,33.9,290.0
2833,1.5,4,Gasoline,32.7,40.2,164.0
2834,2.2,4,Diesel,44.4,48.4,157.0
2835,2.6,4,Gasoline,20.2,28.299999999999997,378.0
2836,4.7,6,Diesel,34.1,42.0,146.0
2837,5.0,8,Gasoline,27.2,33.8,410.0
2838,1.2,4,Gasoline,39.6,44.6,148.0
2839,4.0,4,Diesel,15.7,24.299999999999997,429.0
2840,2.5,4,Gasoline,38.5,45.1,206.0
2841,2.6,6,Hybrid,18.6,22.0,379.0
2842,4.0,4,Hybrid,17.3,26.700000000000003,267.0
2843,4.7,4,Diesel,40.4,48.8,195.0
2844,4.8,4,Hybrid,37.4,44.5,111.0
2845,3.3,4,Hybrid,46.3,52.4,145.0
2846,2.4,4,Gasoline,33.2,42.900000000000006,150.0
2847,4.2,8,Hybrid,33.6,42.0,128.0
2848,2.0,6,Gasoline,39.7,46.400000000000006,275.0
2849,3.3,3,Gasoline,26.3,33.9,328.0
2850,2.4,4,Gasoline,16.3,21.3,278.0
2851,3.6,4,Diesel,23.1,27.5,477.0
2852,2.0,4,Gasoline,23.3,28.200000000000003,219.0
2853,1.8,6,Gasoline,26.7,31.799999999999997,199.0
2854,4.7,4,Diesel,48.0,56.2,94.0
2855,1.4,4,Gasoline,43.2,47.2,224.0
2856,3.0,4,Diesel,47.8,56.199999999999996,168.0
2857,1.9,6,Diesel,50.0,56.7,80.0
2858,1.2,6,Gasoline,30.2,35.9,120.0
2859,1.1,4,Gasoline,22.9,28.0,330.0
2860,1.7,4,Diesel,34.6,41.2,249.0
2861,4.5,4,Gasoline,45.8,51.0,226.0
2862,2.1,8,Gasoline,31.3,37.3,231.0
2863,4.8,4,Gasoline,32.7,40.900000000000006,263.0
2864,3.3,4,Gasoline,19.7,27.1,435.0
2865,2.7,4,Gasoline,29.7,37.9,270.0
2866,3.3,6,Gasoline,28.5,36.5,210.0
2867,3.1,4,Diesel,27.3,36.0,155.0
2868,4.0,4,Gasoline,46.1,50.5,195.0
2869,2.1,4,Hybrid,17.1,27.1,474.0
2870,2.4,6,Gasoline,49.0,55.3,104.0
2871,4.6,6,Gasoline,15.3,23.3,419.0
2872,4.8,6,Diesel,48.1,55.800000000000004,139.0
2873,4.6,4,Diesel,34.2,41.2,147.0
2874,2.7,3,Diesel,39.6,49.6,132.0
2875,4.1,8,Diesel,21.5,26.0,245.0
2876,2.9,4,Diesel,37.9,43.9,181.0
2877,3.0,6,Gasoline,45.9,49.8,150.0
2878,1.8,6,Diesel,19.9,24.2,390.0
2879,3.4,4,Diesel,19.4,27.4,195.0
2880,1.7,4,Hybrid,25.6,28.6,326.0
2881,2.3,6,Diesel,20.7,29.9,156.0
2882,4.4,6,Diesel,18.9,26.299999999999997,266.0
2883,1.8,4,Gasoline,38.7,44.800000000000004,195.0
2884,1.3,4,Hybrid,22.5,27.8,388.0
2885,1.3,4,Hybrid,38.3,42.199999999999996,261.0
2886,4.8,3,Diesel,45.2,54.7,81.0
2887,3.0,4,Diesel,37.8,45.8,202.0
2888,2.6,4,Gasoline,19.2,24.6,313.0
2889,4.2,8,Diesel,35.1,38.6,267.0
2890,4.3,6,Diesel,28.8,34.1,198.0
2891,2.3,6,Diesel,27.0,31.3,352.0
2892,3.8,4,Gasoline,26.1,34.6,297.0
2893,4.1,4,Diesel,47.5,55.5,207.0
2894,3.6,8,Gasoline,41.0,47.5,279.0
2895,1.6,4,Diesel,19.7,28.9,481.0
2896,4.5,4,Gasoline,31.7,36.0,264.0
2897,3.2,4,Diesel,26.1,32.300000000000004,396.0
2898,2.1,6,Gasoline,49.2,57.2,96.0
2899,2.7,6,Gasoline,49.2,52.7,81.0
2900,1.2,3,Diesel,26.2,31.799999999999997,290.0
2901,1.5,6,Gasoline,27.3,34.3,399.0
2902,4.1,4,Diesel,36.0,41.6,257.0
2903,1.0,3,Hybrid,31.8,38.2,183.0
2904,2.7,6,Hybrid,22.5,29.8,367.0
2905,3.1,6,Gasoline,38.1,43.7,100.0
2906,1.2,4,Hybrid,26.7,30.4,276.0
2907,4.9,4,Gasoline,37.9,41.9,146.0
2908,1.9,6,Hybrid,28.4,35.1,132.0
2909,2.2,6,Diesel,39.5,43.7,143.0
2910,2.2,6,Gasoline,38.4,47.599999999999994,234.0
2911,1.9,4,Gasoline,32.8,41.599999999999994,230.0
2912,1.0,8,Gasoline,39.7,45.1,93.0
2913,3.9,8,Diesel,31.1,39.900000000000006,207.0
2914,4.9,4,Gasoline,19.1,25.8,460.0
2915,1.9,6,Diesel,21.4,25.5,516.0
2916,3.7,4,Diesel,23.6,30.900000000000002,418.0
2917,4.0,4,Hybrid,17.2,25.0,178.0
2918,4.4,6,Hybrid,39.9,43.5,136.0
2919,2.7,3,Gasoline,27.9,33.1,183.0
2920,2.2,4,Diesel,18.3,21.3,372.0
2921,2.3,6,Hybrid,43.7,48.900000000000006,203.0
2922,3.9,4,Hybrid,38.9,44.199999999999996,122.0
2923,4.3,4,Gasoline,30.8,38.2,341.0
2924,1.7,8,Gasoline,23.7,28.1,407.0
2925,2.5,4,Gasoline,20.3,23.5,339.0
2926,4.6,4,Gasoline,31.0,36.2,264.0
2927,4.2,4,Gasoline,46.0,54.8,168.0
2928,4.9,4,Gasoline,21.6,27.400000000000002,361.0
2929,4.0,6,Diesel,34.9,40.8,298.0
2930,2.6,6,Gasoline,48.7,55.0,106.0
2931,3.4,4,Diesel,37.3,45.599999999999994,235.0
2932,3.6,6,Gasoline,30.4,36.8,139.0
2933,1.3,4,Hybrid,40.1,43.7,185.0
2934,3.2,4,Hybrid,43.9,48.3,202.0
2935,3.8,6,Diesel,35.7,40.0,102.0
2936,1.7,6,Hybrid,45.5,52.1,96.0
2937,4.1,4,Gasoline,33.0,36.2,131.0
2938,3.3,3,Diesel,44.1,49.1,151.0
2939,4.8,4,Gasoline,48.3,55.599999999999994,177.0
2940,1.2,4,Gasoline,32.5,38.0,354.0
2941,2.1,4,Gasoline,36.2,44.2,149.0
2942,3.4,6,Gasoline,36.3,42.0,126.0
2943,2.2,3,Gasoline,42.4,52.3,156.0
2944,3.9,6,Diesel,43.8,53.599999999999994,103.0
2945,4.0,4,Gasoline,16.0,24.6,195.0
2946,1.4,4,Hybrid,40.7,50.400000000000006,191.0
2947,3.1,4,Diesel,42.4,46.8,257.0
2948,3.0,4,Gasoline,39.5,47.8,258.0
2949,2.5,6,Gasoline,40.0,45.3,109.0
2950,4.7,3,Hybrid,16.4,24.5,246.0
2951,4.3,4,Gasoline,30.5,36.1,242.0
2952,3.8,6,Gasoline,43.6,48.6,151.0
2953,3.9,6,Diesel,47.7,57.400000000000006,188.0
2954,2.8,4,Gasoline,23.0,27.5,320.0
2955,4.7,4,Gasoline,35.3,43.599999999999994,100.0
2956,3.8,6,Gasoline,43.2,50.900000000000006,133.0
2957,3.9,8,Gasoline,41.3,46.4,265.0
2958,4.4,6,Gasoline,36.7,42.900000000000006,207.0
2959,2.1,4,Gasoline,15.7,19.7,606.0
2960,4.2,8,Gasoline,40.3,49.699999999999996,162.0
2961,1.8,3,Gasoline,42.1,51.900000000000006,206.0
2962,2.4,3,Hybrid,40.3,48.4,118.0
2963,2.3,6,Gasoline,41.8,50.699999999999996,220.0
2964,4.9,4,Diesel,30.1,33.7,333.0
2965,4.4,3,Gasoline,49.8,55.5,86.0
2966,3.8,4,Gasoline,42.0,47.3,120.0
2967,3.9,4,Hybrid,35.3,42.3,201.0
2968,3.2,6,Diesel,47.7,52.0,187.0
2969,4.8,6,Gasoline,46.8,53.699999999999996,186.0
2970,3.0,4,Gasoline,43.5,51.1,203.0
2971,2.5,4,Gasoline,34.7,38.6,273.0
2972,1.7,8,Hybrid,33.4,37.3,231.0
2973,4.1,6,Gasoline,26.5,29.7,312.0
2974,3.9,4,Gasoline,23.8,32.1,137.0
2975,2.5,8,Diesel,32.9,38.199999999999996,146.0
2976,1.1,6,Hybrid,35.2,39.800000000000004,216.0
2977,4.4,3,Hybrid,23.6,32.0,370.0
2978,1.0,3,Gasoline,47.3,51.3,220.0
2979,3.8,4,Diesel,34.5,40.5,270.0
2980,4.9,6,Diesel,33.4,41.599999999999994,213.0
2981,2.8,4,Diesel,30.2,37.2,184.0
2982,1.9,4,Hybrid,17.0,23.9,374.0
2983,3.8,3,Hybrid,45.9,50.0,80.0
2984,4.3,8,Gasoline,26.1,30.400000000000002,318.0
2985,3.2,4,Gasoline,37.5,44.6,107.0
2986,4.9,8,Diesel,36.3,39.5,133.0
2987,1.2,8,Gasoline,35.5,44.6,230.0
2988,3.0,3,Gasoline,33.4,38.9,107.0
2989,3.9,4,Gasoline,21.4,27.299999999999997,360.0
2990,4.5,3,Hybrid,24.8,29.6,343.0
2991,1.7,8,Gasoline,33.3,42.4,281.0
2992,4.2,4,Diesel,42.6,50.1,94.0
2993,3.2,3,Gasoline,30.1,36.2,114.0
2994,2.6,4,Gasoline,22.1,29.200000000000003,408.0
2995,1.5,4,Gasoline,18.1,23.8,300.0
2996,4.5,8,Gasoline,38.2,44.5,278.0
2997,1.6,6,Hybrid,29.8,35.3,165.0
2998,2.2,6,Hybrid,19.4,25.299999999999997,397.0
2999,2.2,4,Diesel,38.6,43.800000000000004,114.0
3000,4.5,3,Gasoline,22.3,25.8,302.0
3001,3.7,8,Gasoline,32.8,36.099999999999994,333.0
3002,4.2,3,Gasoline,25.7,29.9,326.0
3003,2.0,8,Gasoline,47.6,52.4,196.0
3004,3.5,4,Gasoline,23.0,32.2,208.0
3005,3.3,3,Diesel,29.7,37.0,355.0
3006,4.3,6,Gasoline,48.6,58.3,172.0
3007,4.6,8,Gasoline,26.2,31.6,162.0
3008,1.0,8,Hybrid,37.6,43.4,96.0
3009,3.7,4,Gasoline,26.1,34.1,129.0
3010,1.2,4,Hybrid,18.9,25.9,187.0
3011,3.2,4,Hybrid,37.0,43.7,291.0
3012,2.2,6,Gasoline,47.1,54.1,136.0
3013,2.2,6,Gasoline,30.8,37.9,185.0
3014,2.4,4,Diesel,36.9,45.3,180.0
3015,3.5,8,Gasoline,36.3,44.0,183.0
3016,2.3,6,Gasoline,29.5,39.2,170.0
3017,3.9,6,Diesel,36.5,46.1,110.0
3018,2.6,4,Gasoline,24.1,30.1,173.0
3019,1.3,4,Gasoline,28.2,31.5,301.0
3020,4.1,8,Diesel,30.5,33.6,225.0
3021,2.1,4,Diesel,45.2,49.1,247.0
3022,2.7,6,Gasoline,27.2,30.7,270.0
3023,3.7,8,Gasoline,37.2,42.800000000000004,204.0
3024,2.3,6,Gasoline,22.5,25.9,491.0
3025,1.2,4,Gasoline,23.8,31.200000000000003,296.0
3026,2.5,3,Diesel,37.7,42.0,204.0
3027,4.8,3,Diesel,41.7,48.300000000000004,154.0
3028,3.6,4,Diesel,31.2,34.9,302.0
3029,3.7,4,Gasoline,26.7,35.5,231.0
3030,3.5,4,Gasoline,46.9,55.4,174.0
3031,1.8,4,Gasoline,19.8,25.5,338.0
3032,2.7,4,Gasoline,40.2,49.6,187.0
3033,4.0,4,Gasoline,39.2,43.5,266.0
3034,1.4,3,Gasoline,39.2,47.900000000000006,169.0
3035,2.1,3,Gasoline,47.7,54.5,113.0
3036,2.1,6,Diesel,40.5,45.8,203.0
3037,2.7,4,Diesel,25.6,29.200000000000003,436.0
3038,4.9,4,Gasoline,27.4,31.599999999999998,333.0
3039,1.3,6,Gasoline,28.7,37.7,194.0
3040,3.1,6,Hybrid,16.1,23.3,618.0
3041,1.7,4,Hybrid,47.0,51.7,137.0
3042,4.9,6,Gasoline,17.6,24.1,592.0
3043,1.5,8,Diesel,39.5,43.3,131.0
3044,2.6,6,Hybrid,40.6,44.300000000000004,294.0
3045,4.0,4,Gasoline,44.5,53.9,90.0
3046,3.8,6,Gasoline,34.4,40.6,266.0
3047,2.7,4,Gasoline,40.4,45.9,237.0
3048,2.4,4,Gasoline,25.6,35.2,319.0
3049,2.6,8,Gasoline,41.1,46.9,240.0
3050,2.1,4,Hybrid,27.0,32.4,265.0
3051,1.8,8,Diesel,46.6,51.5,86.0
3052,2.9,4,Gasoline,20.7,27.7,284.0
3053,2.1,8,Gasoline,26.1,33.0,317.0
3054,2.1,4,Diesel,32.5,35.6,276.0
3055,3.6,3,Gasoline,42.2,49.800000000000004,119.0
3056,4.9,4,Gasoline,41.2,49.7,131.0
3057,3.4,4,Hybrid,22.4,29.7,307.0
3058,1.3,3,Gasoline,20.0,29.1,412.0
3059,1.3,6,Gasoline,25.6,30.5,400.0
3060,4.8,4,Gasoline,31.9,36.199999999999996,132.0
3061,2.2,6,Gasoline,33.9,41.8,313.0
3062,1.4,4,Gasoline,30.0,34.3,369.0
3063,3.4,4,Gasoline,38.2,41.800000000000004,95.0
3064,3.5,8,Diesel,30.0,33.7,257.0
3065,3.6,4,Gasoline,48.1,56.5,170.0
3066,2.1,6,Gasoline,24.1,27.3,334.0
3067,1.1,6,Gasoline,37.0,42.0,231.0
3068,4.9,4,Gasoline,36.4,40.3,213.0
3069,2.0,8,Hybrid,24.9,33.2,218.0
3070,3.7,6,Gasoline,29.4,35.9,141.0
3071,3.8,4,Diesel,27.8,32.2,186.0
3072,3.4,6,Gasoline,21.0,29.3,407.0
3073,2.3,4,Gasoline,31.7,40.0,163.0
3074,2.1,4,Diesel,28.5,35.2,346.0
3075,3.4,8,Gasoline,21.2,26.1,308.0
3076,4.5,6,Diesel,30.7,37.8,215.0
3077,4.8,6,Gasoline,29.8,39.3,328.0
3078,1.4,6,Gasoline,19.6,23.0,264.0
3079,1.6,6,Diesel,19.6,24.5,245.0
3080,4.8,8,Diesel,37.7,42.7,308.0
3081,3.9,4,Diesel,39.7,47.1,195.0
3082,4.5,4,Diesel,47.9,55.5,105.0
3083,1.8,4,Hybrid,18.0,22.4,257.0
3084,3.4,6,Gasoline,19.1,23.6,529.0
3085,3.8,4,Gasoline,16.8,26.3,418.0
3086,3.7,3,Gasoline,33.6,41.900000000000006,126.0
3087,2.6,4,Gasoline,36.8,46.3,277.0
3088,1.1,8,Gasoline,29.1,37.900000000000006,228.0
3089,3.3,6,Hybrid,42.9,48.699999999999996,271.0
3090,2.0,4,Gasoline,39.0,42.9,152.0
3091,2.8,4,Diesel,49.5,56.9,157.0
3092,4.8,4,Gasoline,19.8,25.3,233.0
3093,2.6,4,Gasoline,17.0,23.0,380.0
3094,4.4,4,Hybrid,24.6,30.6,192.0
3095,1.8,8,Gasoline,15.7,25.299999999999997,314.0
3096,3.7,8,Gasoline,47.6,51.1,124.0
3097,4.9,4,Gasoline,25.6,30.0,224.0
3098,1.4,3,Diesel,34.3,41.599999999999994,322.0
3099,1.0,4,Gasoline,26.1,35.3,133.0
3100,2.7,4,Gasoline,23.6,33.0,286.0
3101,1.4,4,Diesel,20.3,27.200000000000003,390.0
3102,4.0,4,Gasoline,26.2,29.4,343.0
3103,4.7,4,Diesel,36.5,42.0,264.0
3104,2.7,6,Gasoline,49.0,58.4,194.0
3105,2.0,6,Gasoline,34.5,41.0,321.0
3106,2.7,6,Diesel,33.6,41.7,275.0
3107,3.9,4,Hybrid,16.2,21.1,588.0
3108,1.0,8,Diesel,44.4,47.6,183.0
3109,3.4,8,Diesel,16.6,23.6,473.0
3110,3.5,4,Gasoline,46.7,55.5,155.0
3111,3.6,4,Gasoline,33.9,43.8,159.0
3112,2.0,4,Gasoline,20.9,29.799999999999997,256.0
3113,3.9,3,Hybrid,30.8,37.7,202.0
3114,1.4,4,Hybrid,49.8,57.099999999999994,126.0
3115,1.8,4,Hybrid,25.7,34.5,280.0
3116,4.5,4,Gasoline,24.4,27.5,228.0
3117,4.0,4,Gasoline,19.1,28.8,345.0
3118,1.1,4,Diesel,35.9,42.6,300.0
3119,2.0,8,Diesel,18.1,27.8,318.0
3120,1.9,4,Diesel,41.8,50.199999999999996,124.0
3121,2.1,6,Diesel,47.2,51.300000000000004,138.0
3122,2.0,3,Gasoline,47.6,51.800000000000004,230.0
3123,1.3,3,Gasoline,18.8,24.3,556.0
3124,2.8,4,Gasoline,34.5,39.3,312.0
3125,3.9,4,Gasoline,18.4,24.5,292.0
3126,3.4,3,Gasoline,35.0,42.2,185.0
3127,3.7,4,Gasoline,43.5,49.6,264.0
3128,1.3,4,Gasoline,33.8,37.199999999999996,185.0
3129,4.8,6,Diesel,45.5,55.3,98.0
3130,4.4,4,Hybrid,43.1,49.1,135.0
3131,4.2,6,Hybrid,24.7,33.7,417.0
3132,4.3,4,Gasoline,37.1,40.6,190.0
3133,4.7,6,Gasoline,15.3,24.0,607.0
3134,3.2,4,Gasoline,28.9,33.1,150.0
3135,1.8,6,Hybrid,23.3,31.1,384.0
3136,3.5,8,Gasoline,47.8,55.4,89.0
3137,4.0,8,Gasoline,29.2,38.6,162.0
3138,4.0,3,Hybrid,37.9,43.1,226.0
3139,3.1,6,Gasoline,40.6,44.4,178.0
3140,1.3,3,Hybrid,42.1,51.2,205.0
3141,2.5,8,Gasoline,40.8,46.099999999999994,282.0
3142,4.7,4,Gasoline,25.1,29.700000000000003,154.0
3143,3.3,4,Gasoline,39.0,45.4,129.0
3144,3.2,3,Hybrid,34.2,38.2,258.0
3145,2.1,4,Hybrid,35.9,41.0,302.0
3146,2.5,6,Gasoline,15.0,20.7,601.0
3147,4.6,8,Gasoline,24.0,28.9,296.0
3148,3.7,6,Gasoline,47.6,53.800000000000004,203.0
3149,4.1,6,Hybrid,25.2,30.9,199.0
3150,2.8,6,Diesel,30.3,38.7,112.0
3151,3.5,4,Diesel,21.5,30.9,333.0
3152,2.0,3,Gasoline,19.9,23.599999999999998,500.0
3153,3.8,3,Gasoline,22.3,31.1,282.0
3154,2.7,4,Gasoline,34.4,43.9,223.0
3155,2.8,4,Diesel,47.2,55.0,146.0
3156,3.6,3,Hybrid,26.4,36.4,263.0
3157,4.7,4,Gasoline,26.3,31.6,397.0
3158,1.3,4,Gasoline,34.7,43.5,203.0
3159,4.3,8,Gasoline,27.5,35.2,122.0
3160,2.2,4,Gasoline,46.9,52.199999999999996,217.0
